,computed_result,actual_result,model,metric,time,model_correct
1250,False,False,Facenet,cosine,0.21,True
1251,False,False,Facenet,euclidean,0.3,True
1252,False,False,Facenet512,cosine,0.3,True
1253,False,False,Facenet512,euclidean,0.31,True
1254,False,False,OpenFace,cosine,0.24,True
1255,False,False,OpenFace,euclidean,0.22,True
1256,False,False,DeepFace,cosine,0.37,True
1257,False,False,DeepFace,euclidean,0.31,True
1258,False,False,ArcFace,cosine,0.44,True
1259,False,False,ArcFace,euclidean,0.34,True
1260,False,False,Dlib,cosine,0.21,True
1261,False,False,Dlib,euclidean,0.43,True
1262,False,False,SFace,cosine,0.16,True
1263,False,False,SFace,euclidean,0.11,True
1264,False,False,VGG-Face,cosine,0.57,True
1265,True,False,VGG-Face,euclidean,0.59,False
1266,False,False,Facenet,cosine,0.25,True
1267,False,False,Facenet,euclidean,0.25,True
1268,False,False,Facenet512,cosine,0.25,True
1269,False,False,Facenet512,euclidean,0.25,True
1270,False,False,OpenFace,cosine,0.16,True
1271,False,False,OpenFace,euclidean,0.2,True
1272,False,False,DeepFace,cosine,0.31,True
1273,False,False,DeepFace,euclidean,0.26,True
1274,False,False,ArcFace,cosine,0.39,True
1275,False,False,ArcFace,euclidean,0.27,True
1276,False,False,Dlib,cosine,0.16,True
1277,False,False,Dlib,euclidean,0.17,True
1278,False,False,SFace,cosine,0.12,True
1279,False,False,SFace,euclidean,0.09,True
