,computed_result,actual_result,model,metric,model_correct
5290,True,True,ArcFace,cosine,True
5291,True,True,ArcFace,euclidean,True
5292,True,True,Dlib,cosine,True
5293,True,True,Dlib,euclidean,True
5294,True,True,SFace,cosine,True
5295,True,True,SFace,euclidean,True
5296,True,True,VGG-Face,cosine,True
5297,True,True,VGG-Face,euclidean,True
5298,True,True,Facenet,cosine,True
5299,True,True,Facenet,euclidean,True
5300,True,True,Facenet512,cosine,True
5301,True,True,Facenet512,euclidean,True
5302,False,True,OpenFace,cosine,False
5303,False,True,OpenFace,euclidean,False
5304,False,True,DeepFace,cosine,False
5305,False,True,DeepFace,euclidean,False
5306,True,True,ArcFace,cosine,True
5307,True,True,ArcFace,euclidean,True
5308,True,True,Dlib,cosine,True
5309,True,True,Dlib,euclidean,True
5310,True,True,SFace,cosine,True
5311,False,True,SFace,euclidean,False
5312,True,True,VGG-Face,cosine,True
5313,True,True,VGG-Face,euclidean,True
5314,True,True,Facenet,cosine,True
5315,True,True,Facenet,euclidean,True
5316,True,True,Facenet512,cosine,True
5317,True,True,Facenet512,euclidean,True
5318,False,True,OpenFace,cosine,False
5319,False,True,OpenFace,euclidean,False
5320,False,True,DeepFace,cosine,False
5321,False,True,DeepFace,euclidean,False
5322,True,True,ArcFace,cosine,True
5323,True,True,ArcFace,euclidean,True
5324,False,True,Dlib,cosine,False
5325,False,True,Dlib,euclidean,False
5326,False,True,SFace,cosine,False
5327,False,True,SFace,euclidean,False
5328,False,False,VGG-Face,cosine,True
5329,False,False,VGG-Face,euclidean,True
5330,False,False,Facenet,cosine,True
5331,False,False,Facenet,euclidean,True
5332,False,False,Facenet512,cosine,True
5333,False,False,Facenet512,euclidean,True
5334,False,False,OpenFace,cosine,True
5335,False,False,OpenFace,euclidean,True
5336,False,False,DeepFace,cosine,True
5337,False,False,DeepFace,euclidean,True
5338,False,False,ArcFace,cosine,True
5339,False,False,ArcFace,euclidean,True
5340,False,False,Dlib,cosine,True
5341,False,False,Dlib,euclidean,True
5342,False,False,SFace,cosine,True
5343,False,False,SFace,euclidean,True
5344,False,False,VGG-Face,cosine,True
5345,True,False,VGG-Face,euclidean,False
5346,False,False,Facenet,cosine,True
5347,False,False,Facenet,euclidean,True
5348,False,False,Facenet512,cosine,True
5349,False,False,Facenet512,euclidean,True
5350,False,False,OpenFace,cosine,True
5351,False,False,OpenFace,euclidean,True
5352,False,False,DeepFace,cosine,True
5353,False,False,DeepFace,euclidean,True
5354,False,False,ArcFace,cosine,True
5355,False,False,ArcFace,euclidean,True
5356,False,False,Dlib,cosine,True
5357,False,False,Dlib,euclidean,True
5358,False,False,SFace,cosine,True
5359,False,False,SFace,euclidean,True
5360,False,False,VGG-Face,cosine,True
5361,True,False,VGG-Face,euclidean,False
5362,False,False,Facenet,cosine,True
5363,False,False,Facenet,euclidean,True
5364,False,False,Facenet512,cosine,True
5365,False,False,Facenet512,euclidean,True
5366,False,False,OpenFace,cosine,True
5367,False,False,OpenFace,euclidean,True
5368,False,False,DeepFace,cosine,True
5369,True,False,DeepFace,euclidean,False
5370,False,False,ArcFace,cosine,True
5371,False,False,ArcFace,euclidean,True
5372,False,False,Dlib,cosine,True
5373,False,False,Dlib,euclidean,True
5374,False,False,SFace,cosine,True
5375,False,False,SFace,euclidean,True
5376,True,True,VGG-Face,cosine,True
5377,True,True,VGG-Face,euclidean,True
5378,True,True,Facenet,cosine,True
5379,True,True,Facenet,euclidean,True
5380,True,True,Facenet512,cosine,True
5381,True,True,Facenet512,euclidean,True
5382,False,True,OpenFace,cosine,False
5383,False,True,OpenFace,euclidean,False
5384,False,True,DeepFace,cosine,False
5385,True,True,DeepFace,euclidean,True
5386,True,True,ArcFace,cosine,True
5387,True,True,ArcFace,euclidean,True
5388,True,True,Dlib,cosine,True
5389,True,True,Dlib,euclidean,True
5390,True,True,SFace,cosine,True
5391,True,True,SFace,euclidean,True
5392,True,False,VGG-Face,cosine,False
5393,True,False,VGG-Face,euclidean,False
5394,False,False,Facenet,cosine,True
5395,False,False,Facenet,euclidean,True
5396,False,False,Facenet512,cosine,True
5397,False,False,Facenet512,euclidean,True
5398,False,False,OpenFace,cosine,True
5399,False,False,OpenFace,euclidean,True
5400,False,False,DeepFace,cosine,True
5401,True,False,DeepFace,euclidean,False
5402,False,False,ArcFace,cosine,True
5403,False,False,ArcFace,euclidean,True
5404,False,False,Dlib,cosine,True
5405,False,False,Dlib,euclidean,True
5406,False,False,SFace,cosine,True
5407,False,False,SFace,euclidean,True
5408,False,True,VGG-Face,cosine,False
5409,True,True,VGG-Face,euclidean,True
5410,False,True,Facenet,cosine,False
5411,False,True,Facenet,euclidean,False
5412,False,True,Facenet512,cosine,False
5413,False,True,Facenet512,euclidean,False
5414,False,True,OpenFace,cosine,False
5415,False,True,OpenFace,euclidean,False
5416,False,True,DeepFace,cosine,False
5417,False,True,DeepFace,euclidean,False
5418,False,True,ArcFace,cosine,False
5419,False,True,ArcFace,euclidean,False
5420,False,True,Dlib,cosine,False
5421,False,True,Dlib,euclidean,False
5422,False,True,SFace,cosine,False
5423,False,True,SFace,euclidean,False
5424,True,True,VGG-Face,cosine,True
5425,True,True,VGG-Face,euclidean,True
5426,True,True,Facenet,cosine,True
5427,True,True,Facenet,euclidean,True
5428,False,True,Facenet512,cosine,False
5429,True,True,Facenet512,euclidean,True
5430,False,True,OpenFace,cosine,False
5431,False,True,OpenFace,euclidean,False
5432,False,True,DeepFace,cosine,False
5433,True,True,DeepFace,euclidean,True
5434,True,True,ArcFace,cosine,True
5435,True,True,ArcFace,euclidean,True
5436,True,True,Dlib,cosine,True
5437,True,True,Dlib,euclidean,True
5438,True,True,SFace,cosine,True
5439,False,True,SFace,euclidean,False
5440,False,False,VGG-Face,cosine,True
5441,True,False,VGG-Face,euclidean,False
5442,False,False,Facenet,cosine,True
5443,False,False,Facenet,euclidean,True
5444,False,False,Facenet512,cosine,True
5445,False,False,Facenet512,euclidean,True
5446,False,False,OpenFace,cosine,True
5447,False,False,OpenFace,euclidean,True
5448,False,False,DeepFace,cosine,True
5449,False,False,DeepFace,euclidean,True
5450,False,False,ArcFace,cosine,True
5451,False,False,ArcFace,euclidean,True
5452,False,False,Dlib,cosine,True
5453,False,False,Dlib,euclidean,True
5454,False,False,SFace,cosine,True
5455,False,False,SFace,euclidean,True
5456,False,False,VGG-Face,cosine,True
5457,False,False,VGG-Face,euclidean,True
5458,False,False,Facenet,cosine,True
5459,False,False,Facenet,euclidean,True
5460,False,False,Facenet512,cosine,True
5461,False,False,Facenet512,euclidean,True
5462,False,False,OpenFace,cosine,True
5463,False,False,OpenFace,euclidean,True
5464,False,False,DeepFace,cosine,True
5465,True,False,DeepFace,euclidean,False
5466,False,False,ArcFace,cosine,True
5467,False,False,ArcFace,euclidean,True
5468,False,False,Dlib,cosine,True
5469,False,False,Dlib,euclidean,True
5470,False,False,SFace,cosine,True
5471,False,False,SFace,euclidean,True
5472,True,True,VGG-Face,cosine,True
5473,True,True,VGG-Face,euclidean,True
5474,True,True,Facenet,cosine,True
5475,False,True,Facenet,euclidean,False
5476,False,True,Facenet512,cosine,False
5477,True,True,Facenet512,euclidean,True
5478,False,True,OpenFace,cosine,False
5479,False,True,OpenFace,euclidean,False
5480,False,True,DeepFace,cosine,False
5481,True,True,DeepFace,euclidean,True
5482,True,True,ArcFace,cosine,True
5483,True,True,ArcFace,euclidean,True
5484,True,True,Dlib,cosine,True
5485,True,True,Dlib,euclidean,True
5486,False,True,SFace,cosine,False
5487,False,True,SFace,euclidean,False
5488,False,False,VGG-Face,cosine,True
5489,False,False,VGG-Face,euclidean,True
5490,False,False,Facenet,cosine,True
5491,False,False,Facenet,euclidean,True
5492,False,False,Facenet512,cosine,True
5493,False,False,Facenet512,euclidean,True
5494,False,False,OpenFace,cosine,True
5495,False,False,OpenFace,euclidean,True
5496,False,False,DeepFace,cosine,True
5497,True,False,DeepFace,euclidean,False
5498,False,False,ArcFace,cosine,True
5499,False,False,ArcFace,euclidean,True
5500,False,False,Dlib,cosine,True
5501,False,False,Dlib,euclidean,True
5502,False,False,SFace,cosine,True
5503,False,False,SFace,euclidean,True
5504,True,True,VGG-Face,cosine,True
5505,True,True,VGG-Face,euclidean,True
5506,True,True,Facenet,cosine,True
5507,True,True,Facenet,euclidean,True
5508,True,True,Facenet512,cosine,True
5509,True,True,Facenet512,euclidean,True
5510,False,True,OpenFace,cosine,False
5511,False,True,OpenFace,euclidean,False
5512,False,True,DeepFace,cosine,False
5513,True,True,DeepFace,euclidean,True
5514,True,True,ArcFace,cosine,True
5515,True,True,ArcFace,euclidean,True
5516,True,True,Dlib,cosine,True
5517,True,True,Dlib,euclidean,True
5518,False,True,SFace,cosine,False
5519,True,True,SFace,euclidean,True
5520,True,False,VGG-Face,cosine,False
5521,True,False,VGG-Face,euclidean,False
5522,False,False,Facenet,cosine,True
5523,False,False,Facenet,euclidean,True
5524,False,False,Facenet512,cosine,True
5525,False,False,Facenet512,euclidean,True
5526,False,False,OpenFace,cosine,True
5527,False,False,OpenFace,euclidean,True
5528,False,False,DeepFace,cosine,True
5529,False,False,DeepFace,euclidean,True
5530,False,False,ArcFace,cosine,True
5531,False,False,ArcFace,euclidean,True
5532,False,False,Dlib,cosine,True
5533,False,False,Dlib,euclidean,True
5534,False,False,SFace,cosine,True
5535,False,False,SFace,euclidean,True
5536,True,True,VGG-Face,cosine,True
5537,True,True,VGG-Face,euclidean,True
5538,True,True,Facenet,cosine,True
5539,False,True,Facenet,euclidean,False
5540,True,True,Facenet512,cosine,True
5541,True,True,Facenet512,euclidean,True
5542,False,True,OpenFace,cosine,False
5543,False,True,OpenFace,euclidean,False
5544,True,True,DeepFace,cosine,True
5545,True,True,DeepFace,euclidean,True
5546,True,True,ArcFace,cosine,True
5547,True,True,ArcFace,euclidean,True
5548,True,True,Dlib,cosine,True
5549,True,True,Dlib,euclidean,True
5550,True,True,SFace,cosine,True
5551,True,True,SFace,euclidean,True
5552,True,True,VGG-Face,cosine,True
5553,True,True,VGG-Face,euclidean,True
5554,False,True,Facenet,cosine,False
5555,False,True,Facenet,euclidean,False
5556,True,True,Facenet512,cosine,True
5557,True,True,Facenet512,euclidean,True
5558,False,True,OpenFace,cosine,False
5559,False,True,OpenFace,euclidean,False
5560,True,True,DeepFace,cosine,True
5561,True,True,DeepFace,euclidean,True
5562,True,True,ArcFace,cosine,True
5563,True,True,ArcFace,euclidean,True
5564,False,True,Dlib,cosine,False
5565,True,True,Dlib,euclidean,True
5566,True,True,SFace,cosine,True
5567,True,True,SFace,euclidean,True
5568,True,False,VGG-Face,cosine,False
5569,True,False,VGG-Face,euclidean,False
5570,False,False,Facenet,cosine,True
5571,True,False,Facenet,euclidean,False
5572,False,False,Facenet512,cosine,True
5573,False,False,Facenet512,euclidean,True
5574,False,False,OpenFace,cosine,True
5575,False,False,OpenFace,euclidean,True
5576,False,False,DeepFace,cosine,True
5577,False,False,DeepFace,euclidean,True
5578,True,False,ArcFace,cosine,False
5579,False,False,ArcFace,euclidean,True
5580,False,False,Dlib,cosine,True
5581,False,False,Dlib,euclidean,True
5582,False,False,SFace,cosine,True
5583,True,False,SFace,euclidean,False
5584,True,False,VGG-Face,cosine,False
5585,True,False,VGG-Face,euclidean,False
5586,False,False,Facenet,cosine,True
5587,False,False,Facenet,euclidean,True
5588,False,False,Facenet512,cosine,True
5589,False,False,Facenet512,euclidean,True
5590,False,False,OpenFace,cosine,True
5591,False,False,OpenFace,euclidean,True
5592,False,False,DeepFace,cosine,True
5593,False,False,DeepFace,euclidean,True
5594,False,False,ArcFace,cosine,True
5595,False,False,ArcFace,euclidean,True
5596,False,False,Dlib,cosine,True
5597,False,False,Dlib,euclidean,True
5598,False,False,SFace,cosine,True
5599,False,False,SFace,euclidean,True
5600,True,True,VGG-Face,cosine,True
5601,True,True,VGG-Face,euclidean,True
5602,True,True,Facenet,cosine,True
5603,True,True,Facenet,euclidean,True
5604,True,True,Facenet512,cosine,True
5605,True,True,Facenet512,euclidean,True
5606,False,True,OpenFace,cosine,False
5607,False,True,OpenFace,euclidean,False
5608,True,True,DeepFace,cosine,True
5609,True,True,DeepFace,euclidean,True
5610,True,True,ArcFace,cosine,True
5611,True,True,ArcFace,euclidean,True
5612,True,True,Dlib,cosine,True
5613,True,True,Dlib,euclidean,True
5614,True,True,SFace,cosine,True
5615,True,True,SFace,euclidean,True
5616,True,True,VGG-Face,cosine,True
5617,True,True,VGG-Face,euclidean,True
5618,True,True,Facenet,cosine,True
5619,True,True,Facenet,euclidean,True
5620,True,True,Facenet512,cosine,True
5621,True,True,Facenet512,euclidean,True
5622,False,True,OpenFace,cosine,False
5623,False,True,OpenFace,euclidean,False
5624,True,True,DeepFace,cosine,True
5625,True,True,DeepFace,euclidean,True
5626,True,True,ArcFace,cosine,True
5627,True,True,ArcFace,euclidean,True
5628,True,True,Dlib,cosine,True
5629,True,True,Dlib,euclidean,True
5630,True,True,SFace,cosine,True
5631,True,True,SFace,euclidean,True
5632,True,True,VGG-Face,cosine,True
5633,True,True,VGG-Face,euclidean,True
5634,False,True,Facenet,cosine,False
5635,False,True,Facenet,euclidean,False
5636,True,True,Facenet512,cosine,True
5637,True,True,Facenet512,euclidean,True
5638,False,True,OpenFace,cosine,False
5639,False,True,OpenFace,euclidean,False
5640,False,True,DeepFace,cosine,False
5641,True,True,DeepFace,euclidean,True
5642,True,True,ArcFace,cosine,True
5643,True,True,ArcFace,euclidean,True
5644,True,True,Dlib,cosine,True
5645,True,True,Dlib,euclidean,True
5646,True,True,SFace,cosine,True
5647,True,True,SFace,euclidean,True
5648,True,True,VGG-Face,cosine,True
5649,True,True,VGG-Face,euclidean,True
5650,True,True,Facenet,cosine,True
5651,True,True,Facenet,euclidean,True
5652,False,True,Facenet512,cosine,False
5653,True,True,Facenet512,euclidean,True
5654,False,True,OpenFace,cosine,False
5655,False,True,OpenFace,euclidean,False
5656,True,True,DeepFace,cosine,True
5657,True,True,DeepFace,euclidean,True
5658,True,True,ArcFace,cosine,True
5659,True,True,ArcFace,euclidean,True
5660,True,True,Dlib,cosine,True
5661,True,True,Dlib,euclidean,True
5662,True,True,SFace,cosine,True
5663,False,True,SFace,euclidean,False
5664,True,True,VGG-Face,cosine,True
5665,True,True,VGG-Face,euclidean,True
5666,True,True,Facenet,cosine,True
5667,True,True,Facenet,euclidean,True
5668,False,True,Facenet512,cosine,False
5669,True,True,Facenet512,euclidean,True
5670,False,True,OpenFace,cosine,False
5671,False,True,OpenFace,euclidean,False
5672,True,True,DeepFace,cosine,True
5673,True,True,DeepFace,euclidean,True
5674,True,True,ArcFace,cosine,True
5675,True,True,ArcFace,euclidean,True
5676,True,True,Dlib,cosine,True
5677,True,True,Dlib,euclidean,True
5678,True,True,SFace,cosine,True
5679,True,True,SFace,euclidean,True
5680,True,True,VGG-Face,cosine,True
5681,True,True,VGG-Face,euclidean,True
5682,False,True,Facenet,cosine,False
5683,False,True,Facenet,euclidean,False
5684,True,True,Facenet512,cosine,True
5685,True,True,Facenet512,euclidean,True
5686,False,True,OpenFace,cosine,False
5687,False,True,OpenFace,euclidean,False
5688,True,True,DeepFace,cosine,True
5689,True,True,DeepFace,euclidean,True
5690,True,True,ArcFace,cosine,True
5691,True,True,ArcFace,euclidean,True
5692,False,True,Dlib,cosine,False
5693,True,True,Dlib,euclidean,True
5694,True,True,SFace,cosine,True
5695,True,True,SFace,euclidean,True
5696,True,True,VGG-Face,cosine,True
5697,True,True,VGG-Face,euclidean,True
5698,True,True,Facenet,cosine,True
5699,True,True,Facenet,euclidean,True
5700,True,True,Facenet512,cosine,True
5701,True,True,Facenet512,euclidean,True
5702,False,True,OpenFace,cosine,False
5703,False,True,OpenFace,euclidean,False
5704,True,True,DeepFace,cosine,True
5705,True,True,DeepFace,euclidean,True
5706,True,True,ArcFace,cosine,True
5707,True,True,ArcFace,euclidean,True
5708,True,True,Dlib,cosine,True
5709,True,True,Dlib,euclidean,True
5710,True,True,SFace,cosine,True
5711,True,True,SFace,euclidean,True
5712,False,False,VGG-Face,cosine,True
5713,False,False,VGG-Face,euclidean,True
5714,False,False,Facenet,cosine,True
5715,False,False,Facenet,euclidean,True
5716,False,False,Facenet512,cosine,True
5717,False,False,Facenet512,euclidean,True
5718,False,False,OpenFace,cosine,True
5719,False,False,OpenFace,euclidean,True
5720,False,False,DeepFace,cosine,True
5721,True,False,DeepFace,euclidean,False
5722,False,False,ArcFace,cosine,True
5723,False,False,ArcFace,euclidean,True
5724,False,False,Dlib,cosine,True
5725,False,False,Dlib,euclidean,True
5726,False,False,SFace,cosine,True
5727,False,False,SFace,euclidean,True
5728,True,False,VGG-Face,cosine,False
5729,True,False,VGG-Face,euclidean,False
5730,False,False,Facenet,cosine,True
5731,False,False,Facenet,euclidean,True
5732,False,False,Facenet512,cosine,True
5733,False,False,Facenet512,euclidean,True
5734,False,False,OpenFace,cosine,True
5735,False,False,OpenFace,euclidean,True
5736,False,False,DeepFace,cosine,True
5737,False,False,DeepFace,euclidean,True
5738,False,False,ArcFace,cosine,True
5739,False,False,ArcFace,euclidean,True
5740,False,False,Dlib,cosine,True
5741,False,False,Dlib,euclidean,True
5742,False,False,SFace,cosine,True
5743,False,False,SFace,euclidean,True
5744,False,False,VGG-Face,cosine,True
5745,False,False,VGG-Face,euclidean,True
5746,False,False,Facenet,cosine,True
5747,False,False,Facenet,euclidean,True
5748,False,False,Facenet512,cosine,True
5749,False,False,Facenet512,euclidean,True
5750,False,False,OpenFace,cosine,True
5751,False,False,OpenFace,euclidean,True
5752,False,False,DeepFace,cosine,True
5753,False,False,DeepFace,euclidean,True
5754,False,False,ArcFace,cosine,True
5755,False,False,ArcFace,euclidean,True
5756,False,False,Dlib,cosine,True
5757,False,False,Dlib,euclidean,True
5758,False,False,SFace,cosine,True
5759,False,False,SFace,euclidean,True
5760,False,False,VGG-Face,cosine,True
5761,True,False,VGG-Face,euclidean,False
5762,False,False,Facenet,cosine,True
5763,False,False,Facenet,euclidean,True
5764,False,False,Facenet512,cosine,True
5765,False,False,Facenet512,euclidean,True
5766,False,False,OpenFace,cosine,True
5767,False,False,OpenFace,euclidean,True
5768,False,False,DeepFace,cosine,True
5769,True,False,DeepFace,euclidean,False
5770,False,False,ArcFace,cosine,True
5771,False,False,ArcFace,euclidean,True
5772,False,False,Dlib,cosine,True
5773,True,False,Dlib,euclidean,False
5774,False,False,SFace,cosine,True
5775,False,False,SFace,euclidean,True
5776,False,False,VGG-Face,cosine,True
5777,False,False,VGG-Face,euclidean,True
5778,False,False,Facenet,cosine,True
5779,False,False,Facenet,euclidean,True
5780,False,False,Facenet512,cosine,True
5781,False,False,Facenet512,euclidean,True
5782,False,False,OpenFace,cosine,True
5783,False,False,OpenFace,euclidean,True
5784,True,False,DeepFace,cosine,False
5785,True,False,DeepFace,euclidean,False
5786,False,False,ArcFace,cosine,True
5787,False,False,ArcFace,euclidean,True
5788,False,False,Dlib,cosine,True
5789,False,False,Dlib,euclidean,True
5790,False,False,SFace,cosine,True
5791,False,False,SFace,euclidean,True
5792,False,False,VGG-Face,cosine,True
5793,True,False,VGG-Face,euclidean,False
5794,False,False,Facenet,cosine,True
5795,False,False,Facenet,euclidean,True
5796,False,False,Facenet512,cosine,True
5797,False,False,Facenet512,euclidean,True
5798,False,False,OpenFace,cosine,True
5799,False,False,OpenFace,euclidean,True
5800,False,False,DeepFace,cosine,True
5801,True,False,DeepFace,euclidean,False
5802,False,False,ArcFace,cosine,True
5803,False,False,ArcFace,euclidean,True
5804,False,False,Dlib,cosine,True
5805,False,False,Dlib,euclidean,True
5806,False,False,SFace,cosine,True
5807,False,False,SFace,euclidean,True
5808,False,False,VGG-Face,cosine,True
5809,True,False,VGG-Face,euclidean,False
5810,False,False,Facenet,cosine,True
5811,False,False,Facenet,euclidean,True
5812,False,False,Facenet512,cosine,True
5813,False,False,Facenet512,euclidean,True
5814,False,False,OpenFace,cosine,True
5815,False,False,OpenFace,euclidean,True
5816,False,False,DeepFace,cosine,True
5817,True,False,DeepFace,euclidean,False
5818,False,False,ArcFace,cosine,True
5819,False,False,ArcFace,euclidean,True
5820,False,False,Dlib,cosine,True
5821,False,False,Dlib,euclidean,True
5822,False,False,SFace,cosine,True
5823,False,False,SFace,euclidean,True
5824,True,True,VGG-Face,cosine,True
5825,True,True,VGG-Face,euclidean,True
5826,True,True,Facenet,cosine,True
5827,True,True,Facenet,euclidean,True
5828,True,True,Facenet512,cosine,True
5829,True,True,Facenet512,euclidean,True
5830,False,True,OpenFace,cosine,False
5831,True,True,OpenFace,euclidean,True
5832,True,True,DeepFace,cosine,True
5833,True,True,DeepFace,euclidean,True
5834,True,True,ArcFace,cosine,True
5835,True,True,ArcFace,euclidean,True
5836,True,True,Dlib,cosine,True
5837,True,True,Dlib,euclidean,True
5838,True,True,SFace,cosine,True
5839,True,True,SFace,euclidean,True
5840,False,False,VGG-Face,cosine,True
5841,False,False,VGG-Face,euclidean,True
5842,False,False,Facenet,cosine,True
5843,False,False,Facenet,euclidean,True
5844,False,False,Facenet512,cosine,True
5845,False,False,Facenet512,euclidean,True
5846,False,False,OpenFace,cosine,True
5847,False,False,OpenFace,euclidean,True
5848,False,False,DeepFace,cosine,True
5849,False,False,DeepFace,euclidean,True
5850,False,False,ArcFace,cosine,True
5851,False,False,ArcFace,euclidean,True
5852,False,False,Dlib,cosine,True
5853,False,False,Dlib,euclidean,True
5854,False,False,SFace,cosine,True
5855,True,False,SFace,euclidean,False
5856,False,True,VGG-Face,cosine,False
5857,True,True,VGG-Face,euclidean,True
5858,False,True,Facenet,cosine,False
5859,False,True,Facenet,euclidean,False
5860,False,True,Facenet512,cosine,False
5861,False,True,Facenet512,euclidean,False
5862,False,True,OpenFace,cosine,False
5863,False,True,OpenFace,euclidean,False
5864,False,True,DeepFace,cosine,False
5865,False,True,DeepFace,euclidean,False
5866,False,True,ArcFace,cosine,False
5867,False,True,ArcFace,euclidean,False
5868,False,True,Dlib,cosine,False
5869,False,True,Dlib,euclidean,False
5870,False,True,SFace,cosine,False
5871,True,True,SFace,euclidean,True
5872,False,False,VGG-Face,cosine,True
5873,True,False,VGG-Face,euclidean,False
5874,False,False,Facenet,cosine,True
5875,False,False,Facenet,euclidean,True
5876,False,False,Facenet512,cosine,True
5877,False,False,Facenet512,euclidean,True
5878,False,False,OpenFace,cosine,True
5879,False,False,OpenFace,euclidean,True
5880,False,False,DeepFace,cosine,True
5881,False,False,DeepFace,euclidean,True
5882,False,False,ArcFace,cosine,True
5883,False,False,ArcFace,euclidean,True
5884,False,False,Dlib,cosine,True
5885,False,False,Dlib,euclidean,True
5886,False,False,SFace,cosine,True
5887,False,False,SFace,euclidean,True
5888,True,True,VGG-Face,cosine,True
5889,True,True,VGG-Face,euclidean,True
5890,True,True,Facenet,cosine,True
5891,True,True,Facenet,euclidean,True
5892,True,True,Facenet512,cosine,True
5893,True,True,Facenet512,euclidean,True
5894,False,True,OpenFace,cosine,False
5895,True,True,OpenFace,euclidean,True
5896,False,True,DeepFace,cosine,False
5897,True,True,DeepFace,euclidean,True
5898,True,True,ArcFace,cosine,True
5899,True,True,ArcFace,euclidean,True
5900,True,True,Dlib,cosine,True
5901,True,True,Dlib,euclidean,True
5902,True,True,SFace,cosine,True
5903,True,True,SFace,euclidean,True
5904,False,False,VGG-Face,cosine,True
5905,False,False,VGG-Face,euclidean,True
5906,False,False,Facenet,cosine,True
5907,False,False,Facenet,euclidean,True
5908,False,False,Facenet512,cosine,True
5909,False,False,Facenet512,euclidean,True
5910,False,False,OpenFace,cosine,True
5911,False,False,OpenFace,euclidean,True
5912,False,False,DeepFace,cosine,True
5913,False,False,DeepFace,euclidean,True
5914,False,False,ArcFace,cosine,True
5915,False,False,ArcFace,euclidean,True
5916,False,False,Dlib,cosine,True
5917,False,False,Dlib,euclidean,True
5918,False,False,SFace,cosine,True
5919,False,False,SFace,euclidean,True
5920,True,True,VGG-Face,cosine,True
5921,False,True,VGG-Face,euclidean,False
5922,False,True,Facenet,cosine,False
5923,False,True,Facenet,euclidean,False
5924,False,True,Facenet512,cosine,False
5925,True,True,Facenet512,euclidean,True
5926,False,True,OpenFace,cosine,False
5927,False,True,OpenFace,euclidean,False
5928,False,True,DeepFace,cosine,False
5929,False,True,DeepFace,euclidean,False
5930,True,True,ArcFace,cosine,True
5931,False,True,ArcFace,euclidean,False
5932,False,True,Dlib,cosine,False
5933,False,True,Dlib,euclidean,False
5934,False,True,SFace,cosine,False
5935,True,True,SFace,euclidean,True
5936,False,False,VGG-Face,cosine,True
5937,False,False,VGG-Face,euclidean,True
5938,False,False,Facenet,cosine,True
5939,False,False,Facenet,euclidean,True
5940,False,False,Facenet512,cosine,True
5941,False,False,Facenet512,euclidean,True
5942,False,False,OpenFace,cosine,True
5943,False,False,OpenFace,euclidean,True
5944,False,False,DeepFace,cosine,True
5945,False,False,DeepFace,euclidean,True
5946,False,False,ArcFace,cosine,True
5947,False,False,ArcFace,euclidean,True
5948,False,False,Dlib,cosine,True
5949,False,False,Dlib,euclidean,True
5950,False,False,SFace,cosine,True
5951,False,False,SFace,euclidean,True
5952,True,True,VGG-Face,cosine,True
5953,True,True,VGG-Face,euclidean,True
5954,False,True,Facenet,cosine,False
5955,False,True,Facenet,euclidean,False
5956,False,True,Facenet512,cosine,False
5957,True,True,Facenet512,euclidean,True
5958,False,True,OpenFace,cosine,False
5959,False,True,OpenFace,euclidean,False
5960,False,True,DeepFace,cosine,False
5961,False,True,DeepFace,euclidean,False
5962,False,True,ArcFace,cosine,False
5963,False,True,ArcFace,euclidean,False
5964,False,True,Dlib,cosine,False
5965,False,True,Dlib,euclidean,False
5966,False,True,SFace,cosine,False
5967,True,True,SFace,euclidean,True
5968,False,False,VGG-Face,cosine,True
5969,False,False,VGG-Face,euclidean,True
5970,False,False,Facenet,cosine,True
5971,False,False,Facenet,euclidean,True
5972,False,False,Facenet512,cosine,True
5973,False,False,Facenet512,euclidean,True
5974,False,False,OpenFace,cosine,True
5975,False,False,OpenFace,euclidean,True
5976,False,False,DeepFace,cosine,True
5977,False,False,DeepFace,euclidean,True
5978,False,False,ArcFace,cosine,True
5979,False,False,ArcFace,euclidean,True
5980,False,False,Dlib,cosine,True
5981,False,False,Dlib,euclidean,True
5982,False,False,SFace,cosine,True
5983,False,False,SFace,euclidean,True
5984,True,True,VGG-Face,cosine,True
5985,True,True,VGG-Face,euclidean,True
5986,True,True,Facenet,cosine,True
5987,False,True,Facenet,euclidean,False
5988,False,True,Facenet512,cosine,False
5989,True,True,Facenet512,euclidean,True
5990,False,True,OpenFace,cosine,False
5991,False,True,OpenFace,euclidean,False
5992,False,True,DeepFace,cosine,False
5993,True,True,DeepFace,euclidean,True
5994,True,True,ArcFace,cosine,True
5995,True,True,ArcFace,euclidean,True
5996,True,True,Dlib,cosine,True
5997,True,True,Dlib,euclidean,True
5998,True,True,SFace,cosine,True
5999,True,True,SFace,euclidean,True
6000,False,False,VGG-Face,cosine,True
6001,False,False,VGG-Face,euclidean,True
6002,False,False,Facenet,cosine,True
6003,False,False,Facenet,euclidean,True
6004,False,False,Facenet512,cosine,True
6005,False,False,Facenet512,euclidean,True
6006,False,False,OpenFace,cosine,True
6007,False,False,OpenFace,euclidean,True
6008,False,False,DeepFace,cosine,True
6009,True,False,DeepFace,euclidean,False
6010,False,False,ArcFace,cosine,True
6011,False,False,ArcFace,euclidean,True
6012,False,False,Dlib,cosine,True
6013,False,False,Dlib,euclidean,True
6014,False,False,SFace,cosine,True
6015,False,False,SFace,euclidean,True
6016,True,True,VGG-Face,cosine,True
6017,True,True,VGG-Face,euclidean,True
6018,True,True,Facenet,cosine,True
6019,True,True,Facenet,euclidean,True
6020,False,True,Facenet512,cosine,False
