,computed_result,actual_result,model,metric,time,model_correct
5598,False,False,SFace,cosine,0.13,True
5599,False,False,SFace,euclidean,0.08,True
5600,True,True,VGG-Face,cosine,0.5,True
5601,True,True,VGG-Face,euclidean,0.47,True
5602,True,True,Facenet,cosine,0.17,True
5603,True,True,Facenet,euclidean,0.17,True
5604,True,True,Facenet512,cosine,0.17,True
5605,True,True,Facenet512,euclidean,0.17,True
5606,False,True,OpenFace,cosine,0.13,False
5607,False,True,OpenFace,euclidean,0.13,False
5608,True,True,DeepFace,cosine,0.21,True
5609,True,True,DeepFace,euclidean,0.2,True
5610,True,True,ArcFace,cosine,0.24,True
5611,True,True,ArcFace,euclidean,0.24,True
5612,True,True,Dlib,cosine,0.12,True
5613,True,True,Dlib,euclidean,0.15,True
5614,True,True,SFace,cosine,0.1,True
5615,True,True,SFace,euclidean,0.07,True
5616,True,True,VGG-Face,cosine,0.47,True
5617,True,True,VGG-Face,euclidean,0.46,True
5618,True,True,Facenet,cosine,0.18,True
5619,True,True,Facenet,euclidean,0.18,True
5620,True,True,Facenet512,cosine,0.18,True
5621,True,True,Facenet512,euclidean,0.17,True
5622,False,True,OpenFace,cosine,0.13,False
5623,False,True,OpenFace,euclidean,0.14,False
5624,True,True,DeepFace,cosine,0.21,True
5625,True,True,DeepFace,euclidean,0.2,True
5626,True,True,ArcFace,cosine,0.26,True
5627,True,True,ArcFace,euclidean,0.44,True
5628,True,True,Dlib,cosine,0.18,True
5629,True,True,Dlib,euclidean,0.21,True
5630,True,True,SFace,cosine,0.13,True
5631,True,True,SFace,euclidean,0.1,True
5632,True,True,VGG-Face,cosine,0.91,True
5633,True,True,VGG-Face,euclidean,0.78,True
5634,False,True,Facenet,cosine,0.38,False
5635,False,True,Facenet,euclidean,0.31,False
5636,True,True,Facenet512,cosine,0.22,True
5637,True,True,Facenet512,euclidean,0.18,True
5638,False,True,OpenFace,cosine,0.14,False
5639,False,True,OpenFace,euclidean,0.2,False
5640,False,True,DeepFace,cosine,0.31,False
5641,True,True,DeepFace,euclidean,0.21,True
5642,True,True,ArcFace,cosine,0.25,True
5643,True,True,ArcFace,euclidean,0.25,True
5644,True,True,Dlib,cosine,0.29,True
5645,True,True,Dlib,euclidean,0.16,True
5646,True,True,SFace,cosine,0.13,True
5647,True,True,SFace,euclidean,0.07,True
5648,True,True,VGG-Face,cosine,0.52,True
5649,True,True,VGG-Face,euclidean,0.73,True
5650,True,True,Facenet,cosine,0.2,True
5651,True,True,Facenet,euclidean,0.18,True
5652,False,True,Facenet512,cosine,0.17,False
5653,True,True,Facenet512,euclidean,0.18,True
5654,False,True,OpenFace,cosine,0.14,False
5655,False,True,OpenFace,euclidean,0.13,False
5656,True,True,DeepFace,cosine,0.22,True
5657,True,True,DeepFace,euclidean,0.27,True
5658,True,True,ArcFace,cosine,0.26,True
5659,True,True,ArcFace,euclidean,0.25,True
5660,True,True,Dlib,cosine,0.13,True
5661,True,True,Dlib,euclidean,0.28,True
5662,True,True,SFace,cosine,0.13,True
5663,False,True,SFace,euclidean,0.07,False
5664,True,True,VGG-Face,cosine,0.49,True
5665,True,True,VGG-Face,euclidean,0.7,True
5666,True,True,Facenet,cosine,0.32,True
5667,True,True,Facenet,euclidean,0.38,True
5668,False,True,Facenet512,cosine,0.25,False
5669,True,True,Facenet512,euclidean,0.19,True
5670,False,True,OpenFace,cosine,0.15,False
5671,False,True,OpenFace,euclidean,0.22,False
5672,True,True,DeepFace,cosine,0.3,True
5673,True,True,DeepFace,euclidean,0.21,True
5674,True,True,ArcFace,cosine,0.23,True
5675,True,True,ArcFace,euclidean,0.25,True
5676,True,True,Dlib,cosine,0.3,True
5677,True,True,Dlib,euclidean,0.36,True
5678,True,True,SFace,cosine,0.16,True
5679,True,True,SFace,euclidean,0.1,True
5680,True,True,VGG-Face,cosine,0.78,True
5681,True,True,VGG-Face,euclidean,0.56,True
5682,False,True,Facenet,cosine,0.17,False
5683,False,True,Facenet,euclidean,0.19,False
5684,True,True,Facenet512,cosine,0.18,True
5685,True,True,Facenet512,euclidean,0.17,True
5686,False,True,OpenFace,cosine,0.13,False
5687,False,True,OpenFace,euclidean,0.19,False
5688,True,True,DeepFace,cosine,0.4,True
5689,True,True,DeepFace,euclidean,0.34,True
5690,True,True,ArcFace,cosine,0.31,True
5691,True,True,ArcFace,euclidean,0.25,True
5692,False,True,Dlib,cosine,0.31,False
5693,True,True,Dlib,euclidean,0.28,True
5694,True,True,SFace,cosine,0.17,True
5695,True,True,SFace,euclidean,0.13,True
5696,True,True,VGG-Face,cosine,1.15,True
5697,True,True,VGG-Face,euclidean,0.99,True
5698,True,True,Facenet,cosine,0.61,True
5699,True,True,Facenet,euclidean,0.45,True
5700,True,True,Facenet512,cosine,0.35,True
5701,True,True,Facenet512,euclidean,0.32,True
5702,False,True,OpenFace,cosine,0.26,False
5703,False,True,OpenFace,euclidean,0.34,False
5704,True,True,DeepFace,cosine,0.48,True
5705,True,True,DeepFace,euclidean,0.46,True
5706,True,True,ArcFace,cosine,0.74,True
5707,True,True,ArcFace,euclidean,0.79,True
5708,True,True,Dlib,cosine,0.5,True
5709,True,True,Dlib,euclidean,0.34,True
5710,True,True,SFace,cosine,0.16,True
5711,True,True,SFace,euclidean,0.1,True
5712,False,False,VGG-Face,cosine,0.5,True
5713,True,False,VGG-Face,euclidean,0.48,False
5714,False,False,Facenet,cosine,0.18,True
5715,False,False,Facenet,euclidean,0.17,True
5716,False,False,Facenet512,cosine,0.18,True
5717,False,False,Facenet512,euclidean,0.2,True
5718,False,False,OpenFace,cosine,0.23,True
5719,False,False,OpenFace,euclidean,0.15,True
5720,False,False,DeepFace,cosine,0.21,True
5721,True,False,DeepFace,euclidean,0.2,False
5722,False,False,ArcFace,cosine,0.32,True
5723,False,False,ArcFace,euclidean,0.42,True
5724,False,False,Dlib,cosine,0.16,True
5725,False,False,Dlib,euclidean,0.19,True
5726,False,False,SFace,cosine,0.14,True
5727,False,False,SFace,euclidean,0.11,True
5728,False,False,VGG-Face,cosine,0.68,True
5729,False,False,VGG-Face,euclidean,0.6,True
5730,False,False,Facenet,cosine,0.22,True
5731,False,False,Facenet,euclidean,0.2,True
5732,False,False,Facenet512,cosine,0.23,True
5733,False,False,Facenet512,euclidean,0.2,True
5734,False,False,OpenFace,cosine,0.2,True
5735,False,False,OpenFace,euclidean,0.2,True
5736,False,False,DeepFace,cosine,0.29,True
5737,False,False,DeepFace,euclidean,0.22,True
5738,False,False,ArcFace,cosine,0.29,True
5739,False,False,ArcFace,euclidean,0.36,True
5740,False,False,Dlib,cosine,0.13,True
5741,False,False,Dlib,euclidean,0.19,True
5742,False,False,SFace,cosine,0.14,True
5743,False,False,SFace,euclidean,0.1,True
5744,False,False,VGG-Face,cosine,0.54,True
5745,True,False,VGG-Face,euclidean,0.6,False
5746,False,False,Facenet,cosine,0.34,True
5747,False,False,Facenet,euclidean,0.32,True
5748,False,False,Facenet512,cosine,0.29,True
5749,False,False,Facenet512,euclidean,0.29,True
5750,False,False,OpenFace,cosine,0.17,True
5751,False,False,OpenFace,euclidean,0.23,True
5752,False,False,DeepFace,cosine,0.31,True
5753,False,False,DeepFace,euclidean,0.28,True
5754,False,False,ArcFace,cosine,0.52,True
5755,False,False,ArcFace,euclidean,0.42,True
5756,False,False,Dlib,cosine,0.2,True
5757,False,False,Dlib,euclidean,0.26,True
5758,False,False,SFace,cosine,0.13,True
5759,False,False,SFace,euclidean,0.08,True
5760,True,False,VGG-Face,cosine,0.57,False
5761,True,False,VGG-Face,euclidean,0.62,False
5762,False,False,Facenet,cosine,0.23,True
5763,False,False,Facenet,euclidean,0.21,True
5764,False,False,Facenet512,cosine,0.23,True
5765,False,False,Facenet512,euclidean,0.22,True
5766,False,False,OpenFace,cosine,0.15,True
5767,False,False,OpenFace,euclidean,0.15,True
5768,False,False,DeepFace,cosine,0.23,True
5769,False,False,DeepFace,euclidean,0.2,True
5770,False,False,ArcFace,cosine,0.25,True
5771,False,False,ArcFace,euclidean,0.23,True
5772,False,False,Dlib,cosine,0.11,True
5773,False,False,Dlib,euclidean,0.21,True
5774,False,False,SFace,cosine,0.12,True
5775,False,False,SFace,euclidean,0.06,True
5776,True,False,VGG-Face,cosine,0.5,False
5777,True,False,VGG-Face,euclidean,0.47,False
5778,False,False,Facenet,cosine,0.16,True
5779,False,False,Facenet,euclidean,0.22,True
5780,False,False,Facenet512,cosine,0.25,True
5781,True,False,Facenet512,euclidean,0.18,False
5782,False,False,OpenFace,cosine,0.13,True
5783,False,False,OpenFace,euclidean,0.13,True
5784,False,False,DeepFace,cosine,0.21,True
5785,False,False,DeepFace,euclidean,0.2,True
5786,False,False,ArcFace,cosine,0.23,True
5787,False,False,ArcFace,euclidean,0.25,True
5788,False,False,Dlib,cosine,0.12,True
5789,False,False,Dlib,euclidean,0.14,True
5790,False,False,SFace,cosine,0.11,True
5791,False,False,SFace,euclidean,0.05,True
5792,False,False,VGG-Face,cosine,0.47,True
5793,True,False,VGG-Face,euclidean,0.46,False
5794,False,False,Facenet,cosine,0.17,True
5795,False,False,Facenet,euclidean,0.17,True
5796,False,False,Facenet512,cosine,0.2,True
5797,False,False,Facenet512,euclidean,0.31,True
5798,False,False,OpenFace,cosine,0.19,True
5799,False,False,OpenFace,euclidean,0.17,True
5800,True,False,DeepFace,cosine,0.26,False
5801,True,False,DeepFace,euclidean,0.29,False
5802,False,False,ArcFace,cosine,0.28,True
5803,False,False,ArcFace,euclidean,0.45,True
5804,False,False,Dlib,cosine,0.29,True
5805,False,False,Dlib,euclidean,0.22,True
5806,False,False,SFace,cosine,0.13,True
5807,False,False,SFace,euclidean,0.09,True
5808,False,False,VGG-Face,cosine,0.62,True
5809,True,False,VGG-Face,euclidean,0.65,False
5810,False,False,Facenet,cosine,0.31,True
5811,False,False,Facenet,euclidean,0.24,True
5812,False,False,Facenet512,cosine,0.33,True
5813,False,False,Facenet512,euclidean,0.24,True
5814,False,False,OpenFace,cosine,0.2,True
5815,False,False,OpenFace,euclidean,0.13,True
5816,False,False,DeepFace,cosine,0.33,True
5817,True,False,DeepFace,euclidean,0.31,False
5818,False,False,ArcFace,cosine,0.45,True
5819,False,False,ArcFace,euclidean,0.31,True
5820,False,False,Dlib,cosine,0.12,True
5821,False,False,Dlib,euclidean,0.17,True
5822,False,False,SFace,cosine,0.14,True
5823,False,False,SFace,euclidean,0.1,True
5824,True,True,VGG-Face,cosine,0.57,True
5825,True,True,VGG-Face,euclidean,0.49,True
5826,True,True,Facenet,cosine,0.18,True
5827,True,True,Facenet,euclidean,0.18,True
5828,True,True,Facenet512,cosine,0.2,True
5829,True,True,Facenet512,euclidean,0.28,True
5830,False,True,OpenFace,cosine,0.22,False
5831,True,True,OpenFace,euclidean,0.17,True
5832,True,True,DeepFace,cosine,0.39,True
5833,True,True,DeepFace,euclidean,0.33,True
5834,True,True,ArcFace,cosine,0.26,True
5835,True,True,ArcFace,euclidean,0.39,True
5836,True,True,Dlib,cosine,0.25,True
5837,True,True,Dlib,euclidean,0.21,True
5838,True,True,SFace,cosine,0.11,True
5839,True,True,SFace,euclidean,0.08,True
5840,False,False,VGG-Face,cosine,0.64,True
5841,True,False,VGG-Face,euclidean,0.76,False
5842,False,False,Facenet,cosine,0.23,True
5843,False,False,Facenet,euclidean,0.34,True
5844,False,False,Facenet512,cosine,0.22,True
5845,False,False,Facenet512,euclidean,0.21,True
5846,False,False,OpenFace,cosine,0.17,True
5847,False,False,OpenFace,euclidean,0.14,True
5848,False,False,DeepFace,cosine,0.22,True
5849,True,False,DeepFace,euclidean,0.35,False
5850,False,False,ArcFace,cosine,0.4,True
5851,False,False,ArcFace,euclidean,0.3,True
5852,False,False,Dlib,cosine,0.13,True
5853,False,False,Dlib,euclidean,0.16,True
5854,False,False,SFace,cosine,0.13,True
5855,False,False,SFace,euclidean,0.08,True
5856,False,True,VGG-Face,cosine,0.77,False
5857,True,True,VGG-Face,euclidean,0.48,True
5858,False,True,Facenet,cosine,0.22,False
5859,False,True,Facenet,euclidean,0.34,False
5860,False,True,Facenet512,cosine,0.28,False
5861,False,True,Facenet512,euclidean,0.2,False
5862,False,True,OpenFace,cosine,0.15,False
5863,False,True,OpenFace,euclidean,0.17,False
5864,False,True,DeepFace,cosine,0.33,False
5865,False,True,DeepFace,euclidean,0.24,False
5866,False,True,ArcFace,cosine,0.25,False
5867,False,True,ArcFace,euclidean,0.25,False
5868,False,True,Dlib,cosine,0.13,False
5869,False,True,Dlib,euclidean,0.16,False
5870,False,True,SFace,cosine,0.14,False
5871,True,True,SFace,euclidean,0.08,True
5872,False,False,VGG-Face,cosine,0.68,True
5873,True,False,VGG-Face,euclidean,0.62,False
5874,False,False,Facenet,cosine,0.18,True
5875,False,False,Facenet,euclidean,0.27,True
5876,False,False,Facenet512,cosine,0.27,True
5877,False,False,Facenet512,euclidean,0.39,True
5878,False,False,OpenFace,cosine,0.25,True
5879,False,False,OpenFace,euclidean,0.2,True
5880,False,False,DeepFace,cosine,0.23,True
5881,False,False,DeepFace,euclidean,0.28,True
5882,False,False,ArcFace,cosine,0.49,True
5883,False,False,ArcFace,euclidean,0.31,True
5884,False,False,Dlib,cosine,0.13,True
5885,True,False,Dlib,euclidean,0.16,False
5886,False,False,SFace,cosine,0.12,True
5887,False,False,SFace,euclidean,0.11,True
5888,True,True,VGG-Face,cosine,0.56,True
5889,True,True,VGG-Face,euclidean,0.5,True
5890,True,True,Facenet,cosine,0.31,True
5891,True,True,Facenet,euclidean,0.19,True
5892,True,True,Facenet512,cosine,0.2,True
5893,True,True,Facenet512,euclidean,0.18,True
5894,False,True,OpenFace,cosine,0.14,False
5895,True,True,OpenFace,euclidean,0.16,True
5896,False,True,DeepFace,cosine,0.22,False
5897,True,True,DeepFace,euclidean,0.22,True
5898,True,True,ArcFace,cosine,0.25,True
5899,True,True,ArcFace,euclidean,0.39,True
5900,True,True,Dlib,cosine,0.36,True
5901,True,True,Dlib,euclidean,0.27,True
5902,True,True,SFace,cosine,0.18,True
5903,True,True,SFace,euclidean,0.13,True
5904,False,False,VGG-Face,cosine,0.58,True
5905,False,False,VGG-Face,euclidean,0.67,True
5906,False,False,Facenet,cosine,0.17,True
5907,False,False,Facenet,euclidean,0.18,True
5908,False,False,Facenet512,cosine,0.19,True
5909,False,False,Facenet512,euclidean,0.18,True
5910,False,False,OpenFace,cosine,0.14,True
5911,False,False,OpenFace,euclidean,0.15,True
5912,False,False,DeepFace,cosine,0.21,True
5913,False,False,DeepFace,euclidean,0.23,True
5914,False,False,ArcFace,cosine,0.26,True
5915,False,False,ArcFace,euclidean,0.48,True
5916,False,False,Dlib,cosine,0.21,True
5917,False,False,Dlib,euclidean,0.28,True
5918,False,False,SFace,cosine,0.13,True
5919,False,False,SFace,euclidean,0.14,True
5920,True,True,VGG-Face,cosine,1.05,True
5921,False,True,VGG-Face,euclidean,0.74,False
5922,False,True,Facenet,cosine,0.18,False
5923,False,True,Facenet,euclidean,0.21,False
5924,False,True,Facenet512,cosine,0.19,False
5925,True,True,Facenet512,euclidean,0.19,True
5926,False,True,OpenFace,cosine,0.14,False
5927,False,True,OpenFace,euclidean,0.14,False
5928,False,True,DeepFace,cosine,0.22,False
5929,False,True,DeepFace,euclidean,0.21,False
5930,True,True,ArcFace,cosine,0.25,True
5931,False,True,ArcFace,euclidean,0.26,False
5932,False,True,Dlib,cosine,0.24,False
5933,False,True,Dlib,euclidean,0.28,False
5934,False,True,SFace,cosine,0.18,False
5935,True,True,SFace,euclidean,0.14,True
5936,False,False,VGG-Face,cosine,0.67,True
5937,False,False,VGG-Face,euclidean,0.62,True
5938,False,False,Facenet,cosine,0.35,True
5939,False,False,Facenet,euclidean,0.33,True
5940,False,False,Facenet512,cosine,0.22,True
5941,False,False,Facenet512,euclidean,0.19,True
5942,False,False,OpenFace,cosine,0.21,True
5943,False,False,OpenFace,euclidean,0.21,True
5944,False,False,DeepFace,cosine,0.22,True
5945,False,False,DeepFace,euclidean,0.22,True
5946,False,False,ArcFace,cosine,0.25,True
5947,False,False,ArcFace,euclidean,0.28,True
5948,False,False,Dlib,cosine,0.2,True
5949,True,False,Dlib,euclidean,0.19,False
5950,False,False,SFace,cosine,0.13,True
5951,False,False,SFace,euclidean,0.09,True
5952,True,True,VGG-Face,cosine,0.52,True
5953,True,True,VGG-Face,euclidean,0.58,True
5954,False,True,Facenet,cosine,0.35,False
5955,False,True,Facenet,euclidean,0.34,False
5956,False,True,Facenet512,cosine,0.32,False
5957,True,True,Facenet512,euclidean,0.26,True
5958,False,True,OpenFace,cosine,0.2,False
5959,False,True,OpenFace,euclidean,0.21,False
5960,False,True,DeepFace,cosine,0.24,False
5961,False,True,DeepFace,euclidean,0.3,False
5962,False,True,ArcFace,cosine,0.24,False
5963,False,True,ArcFace,euclidean,0.24,False
5964,False,True,Dlib,cosine,0.11,False
5965,False,True,Dlib,euclidean,0.16,False
5966,False,True,SFace,cosine,0.11,False
5967,True,True,SFace,euclidean,0.07,True
5968,False,False,VGG-Face,cosine,0.47,True
5969,False,False,VGG-Face,euclidean,0.47,True
5970,False,False,Facenet,cosine,0.16,True
5971,False,False,Facenet,euclidean,0.28,True
5972,False,False,Facenet512,cosine,0.3,True
5973,False,False,Facenet512,euclidean,0.24,True
5974,False,False,OpenFace,cosine,0.23,True
5975,False,False,OpenFace,euclidean,0.23,True
5976,False,False,DeepFace,cosine,0.32,True
5977,False,False,DeepFace,euclidean,0.32,True
5978,False,False,ArcFace,cosine,0.37,True
5979,False,False,ArcFace,euclidean,0.4,True
5980,False,False,Dlib,cosine,0.4,True
5981,False,False,Dlib,euclidean,0.25,True
5982,False,False,SFace,cosine,0.15,True
5983,False,False,SFace,euclidean,0.09,True
5984,True,True,VGG-Face,cosine,0.66,True
5985,True,True,VGG-Face,euclidean,0.9,True
5986,True,True,Facenet,cosine,0.35,True
5987,False,True,Facenet,euclidean,0.33,False
5988,False,True,Facenet512,cosine,0.24,False
5989,True,True,Facenet512,euclidean,0.26,True
5990,False,True,OpenFace,cosine,0.25,False
5991,False,True,OpenFace,euclidean,0.2,False
5992,False,True,DeepFace,cosine,0.25,False
5993,True,True,DeepFace,euclidean,0.3,True
5994,True,True,ArcFace,cosine,0.4,True
5995,True,True,ArcFace,euclidean,0.29,True
5996,True,True,Dlib,cosine,0.16,True
5997,True,True,Dlib,euclidean,0.16,True
5998,True,True,SFace,cosine,0.13,True
5999,True,True,SFace,euclidean,0.08,True
6000,False,False,VGG-Face,cosine,0.63,True
6001,False,False,VGG-Face,euclidean,0.8,True
6002,False,False,Facenet,cosine,0.28,True
6003,False,False,Facenet,euclidean,0.3,True
6004,False,False,Facenet512,cosine,0.23,True
6005,False,False,Facenet512,euclidean,0.18,True
6006,False,False,OpenFace,cosine,0.14,True
6007,False,False,OpenFace,euclidean,0.13,True
6008,False,False,DeepFace,cosine,0.21,True
6009,False,False,DeepFace,euclidean,0.21,True
6010,False,False,ArcFace,cosine,0.24,True
6011,False,False,ArcFace,euclidean,0.24,True
6012,False,False,Dlib,cosine,0.15,True
6013,False,False,Dlib,euclidean,0.16,True
6014,False,False,SFace,cosine,0.1,True
6015,False,False,SFace,euclidean,0.07,True
6016,True,True,VGG-Face,cosine,0.5,True
6017,True,True,VGG-Face,euclidean,0.6,True
6018,True,True,Facenet,cosine,0.26,True
6019,True,True,Facenet,euclidean,0.19,True
6020,False,True,Facenet512,cosine,0.21,False
6021,True,True,Facenet512,euclidean,0.3,True
6022,False,True,OpenFace,cosine,0.22,False
6023,False,True,OpenFace,euclidean,0.23,False
6024,False,True,DeepFace,cosine,0.4,False
6025,True,True,DeepFace,euclidean,0.4,True
6026,True,True,ArcFace,cosine,0.51,True
6027,False,True,ArcFace,euclidean,0.28,False
6028,True,True,Dlib,cosine,0.15,True
6029,True,True,Dlib,euclidean,0.37,True
6030,True,True,SFace,cosine,0.13,True
6031,True,True,SFace,euclidean,0.11,True
6032,True,True,VGG-Face,cosine,0.65,True
6033,True,True,VGG-Face,euclidean,0.48,True
6034,True,True,Facenet,cosine,0.18,True
6035,True,True,Facenet,euclidean,0.18,True
6036,True,True,Facenet512,cosine,0.43,True
6037,True,True,Facenet512,euclidean,0.33,True
6038,False,True,OpenFace,cosine,0.22,False
6039,False,True,OpenFace,euclidean,0.23,False
6040,False,True,DeepFace,cosine,0.25,False
6041,False,True,DeepFace,euclidean,0.23,False
6042,False,True,ArcFace,cosine,0.4,False
6043,False,True,ArcFace,euclidean,0.28,False
6044,True,True,Dlib,cosine,0.17,True
6045,True,True,Dlib,euclidean,0.35,True
6046,False,True,SFace,cosine,0.15,False
6047,True,True,SFace,euclidean,0.12,True
6048,True,True,VGG-Face,cosine,0.81,True
6049,True,True,VGG-Face,euclidean,0.72,True
6050,True,True,Facenet,cosine,0.23,True
6051,True,True,Facenet,euclidean,0.19,True
6052,True,True,Facenet512,cosine,0.22,True
6053,True,True,Facenet512,euclidean,0.2,True
6054,False,True,OpenFace,cosine,0.16,False
6055,False,True,OpenFace,euclidean,0.14,False
6056,False,True,DeepFace,cosine,0.23,False
6057,False,True,DeepFace,euclidean,0.31,False
6058,True,True,ArcFace,cosine,0.33,True
6059,False,True,ArcFace,euclidean,0.57,False
6060,True,True,Dlib,cosine,0.27,True
6061,True,True,Dlib,euclidean,0.2,True
6062,True,True,SFace,cosine,0.13,True
6063,True,True,SFace,euclidean,0.09,True
6064,True,True,VGG-Face,cosine,0.73,True
6065,True,True,VGG-Face,euclidean,0.63,True
6066,True,True,Facenet,cosine,0.28,True
6067,True,True,Facenet,euclidean,0.25,True
6068,False,True,Facenet512,cosine,0.28,False
6069,True,True,Facenet512,euclidean,0.26,True
6070,False,True,OpenFace,cosine,0.18,False
6071,False,True,OpenFace,euclidean,0.2,False
6072,False,True,DeepFace,cosine,0.29,False
6073,True,True,DeepFace,euclidean,0.29,True
6074,True,True,ArcFace,cosine,0.34,True
6075,False,True,ArcFace,euclidean,0.37,False
6076,True,True,Dlib,cosine,0.42,True
6077,True,True,Dlib,euclidean,0.31,True
6078,True,True,SFace,cosine,0.13,True
6079,True,True,SFace,euclidean,0.07,True
6080,False,False,VGG-Face,cosine,0.96,True
6081,True,False,VGG-Face,euclidean,0.98,False
6082,False,False,Facenet,cosine,0.32,True
6083,False,False,Facenet,euclidean,0.36,True
6084,False,False,Facenet512,cosine,0.35,True
6085,False,False,Facenet512,euclidean,0.38,True
6086,False,False,OpenFace,cosine,0.29,True
6087,False,False,OpenFace,euclidean,0.28,True
6088,False,False,DeepFace,cosine,0.44,True
6089,False,False,DeepFace,euclidean,0.38,True
6090,False,False,ArcFace,cosine,0.46,True
6091,False,False,ArcFace,euclidean,0.73,True
6092,False,False,Dlib,cosine,0.27,True
6093,False,False,Dlib,euclidean,0.31,True
6094,False,False,SFace,cosine,0.15,True
6095,False,False,SFace,euclidean,0.12,True
6096,False,False,VGG-Face,cosine,0.56,True
6097,False,False,VGG-Face,euclidean,0.55,True
6098,False,False,Facenet,cosine,0.24,True
6099,False,False,Facenet,euclidean,0.3,True
6100,False,False,Facenet512,cosine,0.28,True
6101,False,False,Facenet512,euclidean,0.19,True
6102,False,False,OpenFace,cosine,0.22,True
6103,False,False,OpenFace,euclidean,0.2,True
6104,False,False,DeepFace,cosine,0.29,True
6105,True,False,DeepFace,euclidean,0.22,False
6106,False,False,ArcFace,cosine,0.9,True
6107,False,False,ArcFace,euclidean,0.35,True
6108,False,False,Dlib,cosine,0.33,True
6109,False,False,Dlib,euclidean,0.28,True
6110,False,False,SFace,cosine,0.16,True
6111,False,False,SFace,euclidean,0.08,True
6112,False,False,VGG-Face,cosine,0.59,True
6113,False,False,VGG-Face,euclidean,0.56,True
6114,False,False,Facenet,cosine,0.3,True
6115,False,False,Facenet,euclidean,0.34,True
6116,False,False,Facenet512,cosine,0.27,True
6117,False,False,Facenet512,euclidean,0.24,True
6118,False,False,OpenFace,cosine,0.17,True
6119,False,False,OpenFace,euclidean,0.27,True
6120,False,False,DeepFace,cosine,0.34,True
6121,True,False,DeepFace,euclidean,0.24,False
6122,False,False,ArcFace,cosine,0.35,True
6123,False,False,ArcFace,euclidean,0.27,True
6124,False,False,Dlib,cosine,0.12,True
6125,False,False,Dlib,euclidean,0.17,True
6126,False,False,SFace,cosine,0.13,True
6127,False,False,SFace,euclidean,0.07,True
6128,False,False,VGG-Face,cosine,0.58,True
6129,False,False,VGG-Face,euclidean,0.54,True
6130,False,False,Facenet,cosine,0.19,True
6131,False,False,Facenet,euclidean,0.18,True
6132,False,False,Facenet512,cosine,0.23,True
6133,False,False,Facenet512,euclidean,0.29,True
6134,False,False,OpenFace,cosine,0.19,True
6135,False,False,OpenFace,euclidean,0.24,True
6136,False,False,DeepFace,cosine,0.42,True
6137,False,False,DeepFace,euclidean,0.37,True
6138,False,False,ArcFace,cosine,0.64,True
6139,False,False,ArcFace,euclidean,0.41,True
6140,False,False,Dlib,cosine,0.17,True
6141,False,False,Dlib,euclidean,0.24,True
6142,False,False,SFace,cosine,0.15,True
6143,False,False,SFace,euclidean,0.11,True
6144,True,True,VGG-Face,cosine,0.61,True
6145,True,True,VGG-Face,euclidean,0.61,True
6146,False,True,Facenet,cosine,0.21,False
6147,False,True,Facenet,euclidean,0.2,False
6148,False,True,Facenet512,cosine,0.23,False
6149,True,True,Facenet512,euclidean,0.38,True
6150,False,True,OpenFace,cosine,0.2,False
6151,False,True,OpenFace,euclidean,0.18,False
6152,False,True,DeepFace,cosine,0.25,False
6153,True,True,DeepFace,euclidean,0.25,True
6154,True,True,ArcFace,cosine,0.31,True
6155,False,True,ArcFace,euclidean,0.34,False
6156,True,True,Dlib,cosine,0.26,True
6157,True,True,Dlib,euclidean,0.18,True
6158,False,True,SFace,cosine,0.13,False
6159,False,True,SFace,euclidean,0.09,False
6160,True,True,VGG-Face,cosine,0.77,True
6161,True,True,VGG-Face,euclidean,0.54,True
6162,True,True,Facenet,cosine,0.33,True
6163,False,True,Facenet,euclidean,0.18,False
6164,True,True,Facenet512,cosine,0.19,True
6165,True,True,Facenet512,euclidean,0.21,True
6166,False,True,OpenFace,cosine,0.19,False
6167,False,True,OpenFace,euclidean,0.19,False
6168,False,True,DeepFace,cosine,0.22,False
6169,False,True,DeepFace,euclidean,0.22,False
6170,True,True,ArcFace,cosine,0.25,True
6171,True,True,ArcFace,euclidean,0.26,True
6172,True,True,Dlib,cosine,0.27,True
6173,True,True,Dlib,euclidean,0.55,True
6174,True,True,SFace,cosine,0.15,True
6175,True,True,SFace,euclidean,0.08,True
6176,True,False,VGG-Face,cosine,0.75,False
6177,True,False,VGG-Face,euclidean,0.67,False
6178,False,False,Facenet,cosine,0.29,True
6179,False,False,Facenet,euclidean,0.28,True
6180,False,False,Facenet512,cosine,0.25,True
6181,False,False,Facenet512,euclidean,0.21,True
6182,False,False,OpenFace,cosine,0.16,True
6183,False,False,OpenFace,euclidean,0.16,True
6184,False,False,DeepFace,cosine,0.25,True
6185,False,False,DeepFace,euclidean,0.24,True
6186,False,False,ArcFace,cosine,0.43,True
6187,False,False,ArcFace,euclidean,0.58,True
6188,False,False,Dlib,cosine,0.2,True
6189,False,False,Dlib,euclidean,0.24,True
6190,False,False,SFace,cosine,0.14,True
6191,False,False,SFace,euclidean,0.11,True
6192,True,False,VGG-Face,cosine,0.6,False
6193,True,False,VGG-Face,euclidean,0.51,False
6194,False,False,Facenet,cosine,0.2,True
6195,False,False,Facenet,euclidean,0.32,True
6196,False,False,Facenet512,cosine,0.32,True
6197,False,False,Facenet512,euclidean,0.27,True
6198,False,False,OpenFace,cosine,0.15,True
6199,False,False,OpenFace,euclidean,0.14,True
6200,False,False,DeepFace,cosine,0.24,True
6201,False,False,DeepFace,euclidean,0.32,True
